"female","black","hispanic","bytest","dadcoll","momcoll","ownhome","urban","cue80","stwmfg80","dist","tuition","incomehi","ed"
0,0,1,49.6500015258789,0,0,0,0,7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,0,15
1,0,0,44.9599990844727,0,0,1,0,7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,0,12
1,0,0,37.310001373291,0,0,1,0,7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,0,12
0,0,0,39.8699989318848,0,0,1,0,7.19999980926514,7.03999996185303,0.100000001490116,0.902999997138977,0,12
1,0,0,56.439998626709,0,0,1,0,5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,0,16
0,1,0,42.6500015258789,0,0,1,0,5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,0,12
1,0,0,60.0499992370605,1,1,1,0,5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,1,15
1,0,0,38.3199996948242,0,0,0,0,5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,0,12
1,0,0,65.870002746582,1,0,1,0,5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,1,15
0,0,0,44.6500015258789,0,0,1,0,5.40000009536743,8.85000038146973,0.100000001490116,0.84987998008728,0,13
0,0,0,57.7400016784668,0,0,1,0,5.5,8.09000015258789,1.5,0.889150023460388,1,16
0,0,0,60.3800010681152,1,0,1,0,5.5,8.09000015258789,1.5,0.889150023460388,1,12
0,0,0,62.7700004577637,0,0,0,0,5.5,8.09000015258789,1.5,0.889150023460388,1,12
0,0,0,59.7299995422363,0,0,1,0,5.5,8.09000015258789,1.5,0.889150023460388,0,16
1,0,0,57.060001373291,1,0,1,0,5.5,8.09000015258789,1.5,0.889150023460388,1,16
1,0,0,58.0200004577637,0,0,1,0,5.5,8.09000015258789,1.5,0.889150023460388,0,15
1,0,0,54.7400016784668,0,0,1,0,5.5,8.09000015258789,1.5,0.889150023460388,0,12
1,0,0,46.2799987792969,0,0,1,0,6.90000009536743,7.03999996185303,2,0.902999997138977,0,14
1,0,0,60.4000015258789,0,0,1,0,6.90000009536743,7.03999996185303,2,0.902999997138977,0,12
0,0,0,53.2099990844727,0,0,1,0,6.90000009536743,7.03999996185303,2,0.902999997138977,1,18
1,0,0,60.9300003051758,0,0,1,0,6.5,8.09000015258789,1.5,0.889150023460388,0,14
1,0,0,48.439998626709,0,0,1,0,6.5,8.09000015258789,1.5,0.889150023460388,0,15
1,0,0,45.310001373291,0,0,1,0,7.69999980926514,7.03999996185303,2,0.902999997138977,0,12
0,0,0,60.2200012207031,1,0,1,0,7.69999980926514,7.03999996185303,2,0.902999997138977,1,12
0,0,0,56.4199981689453,0,0,1,0,7.69999980926514,7.03999996185303,2,0.902999997138977,0,16
1,0,0,62.2700004577637,0,1,1,0,7.69999980926514,7.03999996185303,2,0.902999997138977,1,17
0,0,0,51.8400001525879,1,1,0,0,4.40000009536743,8.09000015258789,0.5,0.889150023460388,1,18
1,0,0,57.5499992370605,0,0,1,0,4.40000009536743,8.09000015258789,0.5,0.889150023460388,1,16
1,0,0,57.6199989318848,1,0,1,0,4.40000009536743,8.09000015258789,0.5,0.889150023460388,1,12
0,0,0,57.5,0,1,1,0,4.40000009536743,8.09000015258789,0.5,0.889150023460388,1,12
0,0,0,65.3099975585938,1,0,1,0,7.5,8.09000015258789,0.5,0.889150023460388,0,16
0,0,0,50.6199989318848,1,0,1,0,7.5,8.09000015258789,0.5,0.889150023460388,1,14
0,0,0,51.2299995422363,0,0,1,0,7.5,8.09000015258789,0.5,0.889150023460388,0,15
1,0,0,53.5499992370605,0,0,0,0,7.5,8.09000015258789,0.5,0.889150023460388,0,14
1,0,0,48.5200004577637,0,0,1,0,7.5,8.09000015258789,0.5,0.889150023460388,0,12
1,0,0,43.4099998474121,0,0,1,0,7.5,8.09000015258789,0.5,0.889150023460388,0,14
1,0,0,57.5,0,0,1,0,7.5,8.09000015258789,0.5,0.889150023460388,0,14
1,0,0,51.3199996948242,0,0,1,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,0,15
1,0,0,36.3699989318848,0,0,0,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,0,12
1,0,0,43.7999992370605,0,0,1,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,0,12
1,0,0,45.1399993896484,0,0,1,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,1,12
1,0,0,63.2599983215332,0,0,1,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,0,16
1,0,0,51.3199996948242,1,1,1,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,0,17
0,0,0,44.2299995422363,0,0,1,0,5.90000009536743,7.09000015258789,1.20000004768372,1.38568007946014,0,12
1,0,0,42.9300003051758,0,0,1,0,5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,1,12
1,0,0,47.5999984741211,0,0,1,0,5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,0,12
0,0,0,56.4700012207031,1,0,1,0,5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,1,13
0,0,0,64.6900024414062,0,0,1,0,5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,0,16
1,0,0,62.3499984741211,1,1,1,0,5.30000019073486,8.09000015258789,0.100000001490116,0.889150023460388,0,16
1,0,0,48.9599990844727,0,0,1,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,0,12
1,0,0,40.2799987792969,0,0,1,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,1,12
0,0,0,44.6599998474121,0,0,1,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,0,12
0,0,0,65.4599990844727,0,0,0,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,0,12
1,0,0,37.810001373291,0,0,1,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,0,12
0,0,0,66.9499969482422,1,1,1,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,1,16
1,0,0,55.6399993896484,0,0,1,0,6.09999990463257,7.69000005722046,2.5,1.11201000213623,1,16
1,0,0,51.2799987792969,0,1,1,0,6.5,8.09000015258789,3.5,0.889150023460388,0,16
1,0,0,52.7799987792969,0,0,1,0,6.5,8.09000015258789,3.5,0.889150023460388,0,14
1,0,0,64.5999984741211,0,0,1,0,6.5,8.09000015258789,3.5,0.889150023460388,0,16
1,0,0,61.7299995422363,1,0,1,0,6.5,8.09000015258789,3.5,0.889150023460388,0,16
0,1,0,50.810001373291,0,1,1,0,5.40000009536743,8.09000015258789,1.89999997615814,0.889150023460388,0,16
0,0,0,44.4599990844727,1,1,1,0,5.40000009536743,8.09000015258789,1.89999997615814,0.889150023460388,1,12
1,0,0,41.5800018310547,0,0,1,0,13.5,7.69000005722046,5,1.11201000213623,0,12
1,0,0,40.7000007629395,0,0,0,0,13.5,7.69000005722046,5,1.11201000213623,0,12
1,0,0,39.6300010681152,0,0,1,0,13.5,7.69000005722046,5,1.11201000213623,0,12
1,0,0,54.1699981689453,0,0,1,0,13.5,7.69000005722046,5,1.11201000213623,0,12
0,0,1,38.9500007629395,0,0,1,0,13.5,7.69000005722046,5,1.11201000213623,1,13
1,0,0,62.8400001525879,0,0,1,0,13.5,7.69000005722046,5,1.11201000213623,0,15
0,0,0,64.4800033569336,0,0,0,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,0,16
1,0,0,47.0900001525879,0,0,1,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,1,12
1,0,0,50.9500007629395,0,0,1,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,0,12
0,0,0,44.4599990844727,0,0,1,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,1,12
1,0,0,58.8899993896484,0,1,0,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,1,12
1,1,0,54.3600006103516,0,0,1,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,0,16
1,0,0,45.2900009155273,0,0,1,0,8.69999980926514,8.85000038146973,1.5,0.84987998008728,0,13
1,0,0,54.1699981689453,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.889150023460388,0,15
0,0,0,52.7400016784668,1,0,1,0,6.5,8.09000015258789,0.800000011920929,0.889150023460388,1,12
0,0,0,60.939998626709,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.889150023460388,0,12
0,0,0,40.1800003051758,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.889150023460388,1,12
1,0,0,58.0900001525879,0,1,1,0,6.5,8.09000015258789,0.800000011920929,0.889150023460388,0,12
0,0,0,54.2599983215332,0,0,1,0,6.5,8.09000015258789,0.800000011920929,0.889150023460388,0,14
1,0,0,57.1300010681152,1,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,1,16
1,0,0,64.9800033569336,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,12
0,0,0,65.3499984741211,0,0,0,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,14
1,0,0,55.9599990844727,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,12
1,0,0,61.7299995422363,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,1,16
0,0,0,56.3499984741211,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,12
0,0,0,51.0999984741211,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,1,13
1,0,0,39.5200004577637,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,12
1,0,0,60.75,1,1,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,16
0,0,0,38.189998626709,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,12
1,0,0,51.0200004577637,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,16
0,0,0,53.6500015258789,0,0,1,0,7.80000019073486,7.69000005722046,1.79999995231628,1.11201000213623,0,16
0,0,0,56.3499984741211,0,0,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,1,15
1,0,0,52.9500007629395,0,0,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,1,15
0,0,0,63.4099998474121,0,0,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,0,13
0,0,0,66.1699981689453,1,1,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,1,16
0,0,0,45.0999984741211,0,0,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,1,13
0,0,0,66.9499969482422,1,0,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,0,16
1,0,0,62.9000015258789,1,0,1,0,5.40000009536743,8.85000038146973,0.800000011920929,0.84987998008728,1,18
0,0,0,52.9799995422363,1,1,1,0,7.19999980926514,8.85000038146973,0.800000011920929,0.84987998008728,1,13
1,0,0,62.2900009155273,0,1,1,0,7.19999980926514,8.85000038146973,0.800000011920929,0.84987998008728,0,13
0,0,0,44.310001373291,0,1,1,0,7.19999980926514,8.85000038146973,0.800000011920929,0.84987998008728,0,12
1,0,0,64.1100006103516,1,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,0,16
0,0,0,58.6199989318848,0,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,1,13
1,0,0,56.9199981689453,0,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,0,12
1,0,0,52.6699981689453,0,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,0,12
0,0,0,64.8300018310547,1,1,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,1,15
0,0,0,49.9000015258789,0,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,0,12
1,0,0,62.5499992370605,0,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,1,17
0,0,0,66.4899978637695,0,0,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,1,17
0,0,0,62.1399993896484,1,1,1,0,4.40000009536743,8.09000015258789,1.5,0.889150023460388,1,17
0,0,0,49.2000007629395,0,0,1,1,6.5,8.09000015258789,0.200000002980232,0.889150023460388,0,13
1,0,0,51.4700012207031,0,0,1,1,6.5,8.09000015258789,0.200000002980232,0.889150023460388,0,14
1,0,0,62.1500015258789,0,0,1,1,6.5,8.09000015258789,0.200000002980232,0.889150023460388,0,14
1,1,0,43.2599983215332,0,0,0,1,6.5,8.09000015258789,0.200000002980232,0.889150023460388,0,12
1,0,0,54.5400009155273,0,1,0,1,6.5,8.09000015258789,0.200000002980232,0.889150023460388,0,12
0,0,0,58.7200012207031,0,0,1,1,6.5,8.09000015258789,0.200000002980232,0.889150023460388,0,18
1,0,0,57.8800010681152,1,1,1,0,5.09999990463257,8.85000038146973,0.100000001490116,0.84987998008728,1,13
1,0,0,68.5,1,0,0,0,5.09999990463257,8.85000038146973,0.100000001490116,0.84987998008728,0,15
0,0,0,52.6399993896484,0,1,1,0,5.09999990463257,8.85000038146973,0.100000001490116,0.84987998008728,1,15
1,0,0,37.5400009155273,0,1,0,1,8.19999980926514,7.69000005722046,3.20000004768372,1.11201000213623,0,12
0,0,0,63.5900001525879,0,0,0,1,8.19999980926514,7.69000005722046,3.20000004768372,1.11201000213623,0,16
1,0,0,49.9000015258789,0,0,1,1,8.19999980926514,7.69000005722046,3.20000004768372,1.11201000213623,0,12
0,0,0,67.1800003051758,1,1,1,1,8.19999980926514,7.69000005722046,3.20000004768372,1.11201000213623,0,15
1,0,0,61.0200004577637,0,0,1,1,8.19999980926514,7.69000005722046,3.20000004768372,1.11201000213623,0,12
1,0,0,55.8899993896484,0,0,1,0,7.19999980926514,8.85000038146973,0.600000023841858,0.84987998008728,1,16
0,0,0,59.2400016784668,0,0,1,0,10.3999996185303,7.69000005722046,0,1.11201000213623,0,15
0,0,0,62.9799995422363,1,0,1,0,10.3999996185303,7.69000005722046,0,1.11201000213623,1,18
0,0,0,51.0800018310547,0,0,1,0,10.3999996185303,7.69000005722046,0,1.11201000213623,0,12
1,0,0,57.1199989318848,0,0,1,0,10.3999996185303,7.69000005722046,0,1.11201000213623,1,15
1,0,0,60.4099998474121,0,0,1,0,10.3999996185303,7.69000005722046,0,1.11201000213623,0,17
1,0,0,44.2799987792969,0,0,1,0,10.3999996185303,7.69000005722046,0,1.11201000213623,0,12
0,0,0,53.0499992370605,0,0,0,0,5.5,8.09000015258789,0.699999988079071,0.889150023460388,0,13
1,0,0,48.7999992370605,0,0,1,0,5.5,8.09000015258789,0.699999988079071,0.889150023460388,0,12
0,0,0,53.5900001525879,0,0,1,0,5.5,8.09000015258789,0.699999988079071,0.889150023460388,0,15
0,0,0,39.2099990844727,0,0,1,0,5.5,8.09000015258789,0.699999988079071,0.889150023460388,0,12
1,0,0,65.9300003051758,1,1,1,1,5.09999990463257,8.85000038146973,1.5,0.84987998008728,0,14
1,0,0,56.0800018310547,0,1,1,1,5.09999990463257,8.85000038146973,1.5,0.84987998008728,0,16
0,0,0,63.1300010681152,0,1,1,1,5.09999990463257,8.85000038146973,1.5,0.84987998008728,1,17
1,0,0,58.3699989318848,0,0,1,1,5.09999990463257,8.85000038146973,1.5,0.84987998008728,0,16
0,0,0,59.9099998474121,0,1,1,1,5.09999990463257,8.85000038146973,1.5,0.84987998008728,1,15
0,1,0,51.4000015258789,0,0,0,1,8,9.64000034332275,0.300000011920929,1.15242004394531,0,14
1,0,1,49.0900001525879,0,0,0,1,8,9.64000034332275,0.300000011920929,1.15242004394531,0,17
0,0,0,57.4900016784668,0,0,1,0,6.30000019073486,9.64000034332275,2,1.15242004394531,1,17
1,1,0,45.3600006103516,1,1,0,1,8,9.64000034332275,0.100000001490116,1.15242004394531,1,16
0,0,0,44.689998626709,0,0,1,1,8,9.64000034332275,0.100000001490116,1.15242004394531,0,13
0,1,0,45.8400001525879,0,0,0,1,8,9.64000034332275,0,1.15242004394531,0,12
0,1,0,55.6599998474121,0,0,1,1,8,9.64000034332275,0,1.15242004394531,0,16
0,0,1,35.7999992370605,0,0,0,1,8,9.64000034332275,0,1.15242004394531,0,12
0,1,0,44.2400016784668,0,0,0,1,8,9.64000034332275,0,1.15242004394531,1,14
0,1,0,51.3300018310547,1,1,1,1,8,9.64000034332275,0,1.15242004394531,1,13
0,1,0,56.4599990844727,0,1,0,1,8,9.64000034332275,0.400000005960464,1.15242004394531,1,15
0,0,0,48.0299987792969,0,0,1,1,8,9.64000034332275,0.400000005960464,1.15242004394531,0,12
0,0,0,63.7700004577637,0,0,0,1,8,9.64000034332275,0,1.15242004394531,0,17
1,0,0,69.9000015258789,0,0,1,1,8,9.64000034332275,0,1.15242004394531,0,17
1,0,0,66.8899993896484,0,0,0,1,8,9.64000034332275,0,1.15242004394531,0,16
1,0,0,68.4400024414062,1,0,0,1,8,9.64000034332275,0,1.15242004394531,0,17
0,1,0,54.8499984741211,0,0,1,1,8,9.64000034332275,0,1.15242004394531,0,13
0,0,0,62.3600006103516,1,1,0,1,8,9.64000034332275,1.5,1.15242004394531,1,16
1,0,0,44.0400009155273,0,0,0,1,8,9.64000034332275,1.5,1.15242004394531,0,12
0,0,1,56.9300003051758,0,0,1,1,8,9.64000034332275,1.5,1.15242004394531,0,16
0,1,0,43.5400009155273,0,0,1,1,8,9.64000034332275,1.5,1.15242004394531,0,13
1,0,0,58.8699989318848,0,0,1,0,6,9.64000034332275,1.5,1.15242004394531,0,12
1,0,0,54.1699981689453,1,0,1,0,6,9.64000034332275,1.5,1.15242004394531,1,16
1,0,0,58.7299995422363,1,0,1,0,6,9.64000034332275,1.5,1.15242004394531,0,16
1,0,0,58.8400001525879,0,1,1,0,6,9.64000034332275,1.5,1.15242004394531,0,16
1,0,0,65.7900009155273,0,0,1,1,8,9.64000034332275,0.5,1.15242004394531,0,17
1,0,1,42.0299987792969,0,1,1,1,8,9.64000034332275,0.5,1.15242004394531,0,14
0,0,0,60.4300003051758,0,0,1,1,8,9.64000034332275,0.5,1.15242004394531,0,16
1,0,1,49.5699996948242,0,0,0,1,8,9.64000034332275,0.5,1.15242004394531,0,15
1,0,0,51.9599990844727,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,0,15
0,0,0,63.5699996948242,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,0,16
1,0,0,51.689998626709,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,1,15
1,0,0,57.8699989318848,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,1,15
1,0,0,49.810001373291,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,1,14
1,0,0,52.4900016784668,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,0,14
0,0,0,43.2200012207031,0,0,1,0,9.5,9.64000034332275,0.800000011920929,1.15242004394531,1,12
0,1,0,58.5299987792969,1,0,1,1,8,9.64000034332275,0.300000011920929,1.15242004394531,0,14
1,0,1,43.6300010681152,0,0,0,1,8,9.64000034332275,0.300000011920929,1.15242004394531,0,12
1,1,0,54.7900009155273,0,0,1,1,8,9.64000034332275,0.300000011920929,1.15242004394531,1,13
0,1,0,37.6100006103516,0,1,1,0,5.30000019073486,9.64000034332275,0.300000011920929,1.15242004394531,1,13
1,0,0,62.25,1,0,1,0,5.30000019073486,9.64000034332275,0.300000011920929,1.15242004394531,1,16
1,0,0,43.7999992370605,1,0,1,0,5.30000019073486,9.64000034332275,0.300000011920929,1.15242004394531,1,12
0,0,0,51.9599990844727,0,0,1,0,5.30000019073486,9.64000034332275,0.300000011920929,1.15242004394531,0,15
1,0,0,49.2099990844727,0,0,1,0,5.30000019073486,9.64000034332275,0.300000011920929,1.15242004394531,0,15
1,0,0,52.3400001525879,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,12
1,0,0,62.939998626709,0,1,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,1,16
0,0,0,55.8300018310547,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,12
0,0,0,62.1199989318848,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,18
1,0,0,55.5400009155273,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,1,12
1,0,0,65.120002746582,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,15
0,0,0,57.8499984741211,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,15
0,0,0,45.5400009155273,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,12
1,0,0,59.6800003051758,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,16
0,0,0,58.3199996948242,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,12
0,0,0,56.4199981689453,1,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,16
0,0,0,62.2000007629395,1,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,1,16
0,1,0,57.0699996948242,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,15
1,0,0,52.8600006103516,0,0,1,0,9.80000019073486,9.64000034332275,4.5,1.15242004394531,0,15
1,0,0,66.8600006103516,1,1,1,0,6.30000019073486,9.64000034332275,1.20000004768372,1.15242004394531,1,17
1,0,0,44.5999984741211,0,0,1,0,10.6999998092651,9.64000034332275,0.5,1.15242004394531,0,12
1,0,0,56.9300003051758,1,1,1,0,10.6999998092651,9.64000034332275,0.5,1.15242004394531,1,15
1,0,0,54.1199989318848,0,0,1,0,10.6999998092651,9.64000034332275,0.5,1.15242004394531,0,12
0,0,0,48.75,0,0,1,0,10.6999998092651,9.64000034332275,0.5,1.15242004394531,0,12
0,0,0,58.1599998474121,0,0,1,0,10.6999998092651,9.64000034332275,0.5,1.15242004394531,0,16
1,0,0,40.9000015258789,0,0,1,0,10.6999998092651,9.64000034332275,0.5,1.15242004394531,0,12
